txn_id,txn_time_raw,property_code,outlet_name,guest_ref,net_amount_raw,tax_amount_raw,tip_amount_raw,payment_mode,items_count_raw,line_items_raw,source_file,ingested_at
T-859377,2026-03-26T20:22:30Z,SP01,Peak Restaurant,G-77029,233.31,35.00,,cash,1,"[{""sku"": ""SKU131"", ""qty"": 1, ""price"": 51.11}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-600141,2026-03-12T06:01:29Z,soudah-01,Retail Store,,486.87,73.03,,Apple Pay,1,"[{""sku"": ""SKU070"", ""qty"": 2, ""price"": 29.23}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-854611,2026/02/11 13:32,SP-01,Summit Cafe,NULL,41.60,SAR6.24,0.00,CARD,5,"[{""sku"": ""SKU177"", ""qty"": 2, ""price"": 112.34}, {""sku"": ""SKU195"", ""qty"": 3, ""price"": 71.87}, {""sku"": ""SKU169"", ""qty"": 1, ""price"": 26.6}, {""sku"": ""SKU022"", ""qty"": 2, ""price"": 64.95}, {""sku"": ""SKU103"", ""qty"": 1, ""price"": 101.79}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-467313,2026-02-25 05:41:00,SP-01,summit café,G65372,812.86,VAT: 121.93,0.00,cash,4,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-210871,21-03-2026 08:03 PM,SP01,Peak Restaurant,,SAR 74,SAR 11,0,Apple Pay,two,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-066864,2026/03/29 02:42,soudah-01,summit café,NULL,189.92,SAR28.49,SAR27.95,Card,2,"[{""sku"": ""SKU161"", ""qty"": 1, ""price"": 40.51}, {""sku"": ""SKU065"", ""qty"": 3, ""price"": 63.95}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-717566,2026/03/24 18:13 +0530,SP01,Summit Cafe,,SAR 231,34.71,,cash,1,"[{""sku"": ""SKU071"", ""qty"": 1, ""price"": 23.53}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-261651,2026/02/12 03:16,SP01,Spa Lounge,,SAR 677,101.51,SAR 13,Card,5,"[{""sku"": ""SKU049"", ""qty"": 2, ""price"": 53.17}, {""sku"": ""SKU023"", ""qty"": 3, ""price"": 29.17}, {""sku"": ""SKU123"", ""qty"": 3, ""price"": 99.35}, {""sku"": ""SKU073"", ""qty"": 2, ""price"": 97.94}, {""sku"": ""SKU196"", ""qty"": 1, ""price"": 81.35}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-563177,2026/02/13 07:53,SP01,Retail Store,NA,217.34,32.60,,Card,1,"[{""sku"": ""SKU110"", ""qty"": 2, ""price"": 46.74}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-992205,14-03-2026 01:08 AM,SP01,summit café,,704.15,SAR 105.62,SAR 22,Card,4,"[{""sku"": ""SKU111"", ""qty"": 3, ""price"": 21.08}, {""sku"": ""SKU047"", ""qty"": 3, ""price"": 92.49}, {""sku"": ""SKU110"", ""qty"": 3, ""price"": 70.57}, {""sku"": ""SKU126"", ""qty"": 3, ""price"": 113.22}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-353006,2026/02/19 07:57,soudah-01,Peak Restaurant,G-11885,SAR 75.00,SAR 11,NA,Apple Pay,1,"[{""sku"": ""SKU043"", ""qty"": 3, ""price"": 59.64}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-879673,2026/03/12 14:09,SP01,summit café,,168.64,25.30,0,Card,1,"[{""sku"": ""SKU166"", ""qty"": 1, ""price"": 28.35}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-915596,2026-03-01 05:35:08,SOUDAH_1,Spa Lounge,G54756,SAR 308.83,SAR 46,37.11,cash,1,"[{""sku"": ""SKU058"", ""qty"": 2, ""price"": 78.27}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-166772,23-03-2026 03:34 PM,SP01,Summit Cafe,,575.08,86.26,40.33,CARD,5,"[{""sku"": ""SKU057"", ""qty"": 2, ""price"": 91.87}, {""sku"": ""SKU048"", ""qty"": 3, ""price"": 75.57}, {""sku"": ""SKU150"", ""qty"": 2, ""price"": 84.93}, {""sku"": ""SKU059"", ""qty"": 2, ""price"": 66.86}, {""sku"": ""SKU094"", ""qty"": 1, ""price"": 119.32}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-034809,2026/03/11 16:12 +0530,SP01,Retail Store,,322.87,48.43,VAT: 5.42,Card,three,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-500474,2026/02/02 01:00,SP01,Retail Store,,790.09,SAR 118.51,0,CARD,2,"[{""sku"": ""SKU127"", ""qty"": 3, ""price"": 47.43}, {""sku"": ""SKU031"", ""qty"": 2, ""price"": 100.63}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-999178,2026-03-19T12:47:57Z,SP-01,Retail Store,NULL,SAR351.99,SAR 52.80,25.90,CARD,5,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-950124,2026/02/13 11:20,SP01,Summit Cafe,NULL,SAR 675.06,SAR 101,SAR 6,Card,4,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-029440,2026-02-19T18:31:06Z,SP01,Summit Cafe, G-65399 ,VAT: 877.09,SAR 132,0,Card,one,"[{""sku"": ""SKU076"", ""qty"": 1, ""price"": 93.91}, {""sku"": ""SKU171"", ""qty"": 2, ""price"": 65.1}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-291727,22-03-2026 07:50 PM,soudah-01,Summit Cafe,,572.27,SAR 86,0.00,Card,5,"[{""sku"": ""SKU049"", ""qty"": 1, ""price"": 36.96}, {""sku"": ""SKU115"", ""qty"": 2, ""price"": 56.61}, {""sku"": ""SKU015"", ""qty"": 1, ""price"": 7.43}, {""sku"": ""SKU014"", ""qty"": 3, ""price"": 99.18}, {""sku"": ""SKU180"", ""qty"": 1, ""price"": 85.27}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-753203,2026/03/13 11:39,SP01,Spa Lounge,G-43801,510.85,SAR 76.63,SAR 45,Card,3,"[{""sku"": ""SKU045"", ""qty"": 3, ""price"": 110.7}, {""sku"": ""SKU059"", ""qty"": 3, ""price"": 6.65}, {""sku"": ""SKU071"", ""qty"": 1, ""price"": 51.7}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-836180,2026-03-31T12:33:56Z,SP01,Summit Cafe,G-63725,626.23,93.93,SAR 15,CARD,4,"[{""sku"": ""SKU197"", ""qty"": 3, ""price"": 37.34}, {""sku"": ""SKU060"", ""qty"": 2, ""price"": 113.66}, {""sku"": ""SKU151"", ""qty"": 3, ""price"": 57.3}, {""sku"": ""SKU157"", ""qty"": 1, ""price"": 44.0}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-426710,2026-03-03 04:51:11 +0000,SP01,Peak Restaurant,,SR 116.11,SR17.42,0,CARD,5,"[{""sku"": ""SKU102"", ""qty"": 1, ""price"": 72.56}, {""sku"": ""SKU068"", ""qty"": 1, ""price"": 27.27}, {""sku"": ""SKU153"", ""qty"": 3, ""price"": 82.66}, {""sku"": ""SKU111"", ""qty"": 3, ""price"": 81.56}, {""sku"": ""SKU011"", ""qty"": 1, ""price"": 18.81}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-863902,2026-03-29T20:09:24Z,SP01,Spa Lounge,G09109,SAR 544.29,VAT: 81.64,SAR 18.79,CARD,3,"[{""sku"": ""SKU122"", ""qty"": 1, ""price"": 115.06}, {""sku"": ""SKU036"", ""qty"": 3, ""price"": 96.48}, {""sku"": ""SKU030"", ""qty"": 3, ""price"": 91.57}",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-152624,2026-02-15 19:05:24 GMT,SP01,Summit Cafe,G-55578,410.61,61.59,,CARD,3,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-347292,05-03-2026 12:22 AM,SOUDAH_1,Summit Cafe,NA,SAR 528.82,VAT: SAR79.32,30.09,CARD,5,"[{""sku"": ""SKU066"", ""qty"": 3, ""price"": 45.07}, {""sku"": ""SKU058"", ""qty"": 3, ""price"": 15.04}, {""sku"": ""SKU139"", ""qty"": 1, ""price"": 92.31}, {""sku"": ""SKU183"", ""qty"": 1, ""price"": 11.24}, {""sku"": ""SKU091"", ""qty"": 3, ""price"": 93.08}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-766743,23-03-2026 11:56 PM,SP-01,Retail Store,G-47837,444.49,SAR 66.67,SAR24.33,Apple Pay,1,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-436639,2026-03-09 06:17:12,SOUDAH_1,Peak Restaurant,NULL,460.40,VAT: SAR 69.06,0.00,CARD,1,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-131158,2026-02-28T06:07:29Z,SP-01,Retail Store,,S.A.R 226.77,34.02,S.A.R 27.91,cash,3,"[{""sku"": ""SKU037"", ""qty"": 3, ""price"": 63.45}, {""sku"": ""SKU088"", ""qty"": 2, ""price"": 97.02}, {""sku"": ""SKU046"", ""qty"": 3, ""price"": 77.62}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-466928,28-03-2026 05:45 PM,SP01,Retail Store,g-46790,SAR 886,132.89,0.00,CARD,4,"[{""sku"": ""SKU043"", ""qty"": 1, ""price"": 82.2}, {""sku"": ""SKU034"", ""qty"": 3, ""price"": 107.02}, {""sku"": ""SKU168"", ""qty"": 2, ""price"": 23.52}, {""sku"": ""SKU059"", ""qty"": 2, ""price"": 25.82}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-746265,2026-03-15T06:59:21Z,SP-01,Retail Store,,SAR 840.97,126.15,11.41,Apple Pay,two,"[{""sku"": ""SKU141"", ""qty"": 3, ""price"": 26.15}, {""sku"": ""SKU033"", ""qty"": 3, ""price"": 118.35}, {""sku"": ""SKU109"", ""qty"": 3, ""price"": 91.62}, {""sku"": ""SKU047"", ""qty"": 1, ""price"": 12.7}, {""sku"": ""SKU142"", ""qty"": 3, ""price"": 119.93}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-199469,2026/02/16 17:42,SOUDAH_1,Peak Restaurant,NA,SR537.09,SR80.56,16.00,Card,1,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-920257,13-03-2026 02:08 AM,SP01,Spa Lounge, G-79305 ,782.83,SAR117.42,17.12,Card,3,"[{""sku"": ""SKU016"", ""qty"": 1, ""price"": 76.63}, {""sku"": ""SKU086"", ""qty"": 2, ""price"": 25.18}, {""sku"": ""SKU007"", ""qty"": 3, ""price"": 107.6}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-200382,2026/02/28 01:53,SP01,Peak Restaurant,G-65570,285.97,42.90,sar 5.08,CARD,3,"[{""sku"": ""SKU123"", ""qty"": 1, ""price"": 61.94}, {""sku"": ""SKU048"", ""qty"": 1, ""price"": 110.48}, {""sku"": ""SKU170"", ""qty"": 1, ""price"": 27.14}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-339822,2026-03-14T07:50:56Z,soudah-01,Peak Restaurant,G-35786,SAR 244,SAR36.61,,cash,2,"[{""sku"": ""SKU200"", ""qty"": 3, ""price"": 17.08}, {""sku"": ""SKU053"", ""qty"": 3, ""price"": 70.16}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-222525,31-03-2026 11:38 AM,soudah-01,summit café,NA,SAR 743.00,SAR111.45,0.00,Apple Pay,1,"[{""sku"": ""SKU129"", ""qty"": 2, ""price"": 21.64}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-802784,2026-02-21 20:35:14,SOUDAH_1,Peak Restaurant,g-66048,VAT: SAR 750.85,112.63,,Card,4,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-586851,06-02-2026 12:19 AM,SOUDAH_1,Spa Lounge,G72512,791.29,118.69,sar 9.58,Card,three,"[{""sku"": ""SKU012"", ""qty"": 3, ""price"": 94.91}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-059602,26-02-2026 04:53 AM,SP01,Retail Store,,320.92,SAR 48,9.08,cash,5,"[{""sku"": ""SKU176"", ""qty"": 3, ""price"": 70.2}, {""sku"": ""SKU029"", ""qty"": 1, ""price"": 39.21}, {""sku"": ""SKU100"", ""qty"": 3, ""price"": 26.24}, {""sku"": ""SKU001"", ""qty"": 3, ""price"": 85.77}, {""sku"": ""SKU125"", ""qty"": 1, ""price"": 107.29}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-507754,2026-02-11 22:05:51,SP01,Peak Restaurant,,276.62,41.49,8.84,Apple Pay,2,"[{""sku"": ""SKU178"", ""qty"": 3, ""price"": 88.72}, {""sku"": ""SKU024"", ""qty"": 1, ""price"": 48.97}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-111656,2026-03-10T19:23:54Z,SP01,summit café,,SAR 252,sar37.79,NA,cash,5,"[{""sku"": ""SKU101"", ""qty"": 2, ""price"": 68.25}, {""sku"": ""SKU131"", ""qty"": 3, ""price"": 68.76}, {""sku"": ""SKU091"", ""qty"": 2, ""price"": 6.23}, {""sku"": ""SKU054"", ""qty"": 3, ""price"": 74.34}, {""sku"": ""SKU043"", ""qty"": 3, ""price"": 38.13}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-643404,2026/02/03 02:29,SP01,Peak Restaurant,G66130,SR190.78,SR28.62,SR25.28,cash,2,"[{""sku"": ""SKU163"", ""qty"": 3, ""price"": 43.55}, {""sku"": ""SKU054"", ""qty"": 2, ""price"": 55.16}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-777649,2026-03-22 17:18:42 +0000,SP01,Peak Restaurant,NULL,700.57,SAR105.09,SAR4.18,Card,4,"[{""sku"": ""SKU195"", ""qty"": 1, ""price"": 49.87}, {""sku"": ""SKU068"", ""qty"": 3, ""price"": 78.26}, {""sku"": ""SKU007"", ""qty"": 2, ""price"": 117.62}, {""sku"": ""SKU004"", ""qty"": 1, ""price"": 79.22}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-801686,2026-02-17T02:33:13Z,SP01,Spa Lounge,NULL,609.99,sar91.50,0,cash,5,"[{""sku"": ""SKU122"", ""qty"": 1, ""price"": 91.76}, {""sku"": ""SKU001"", ""qty"": 2, ""price"": 105.02}, {""sku"": ""SKU124"", ""qty"": 1, ""price"": 24.45}, {""sku"": ""SKU053"", ""qty"": 1, ""price"": 96.75}, {""sku"": ""SKU066"", ""qty"": 2, ""price"": 94.46}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-452785,2026-03-13T16:14:25Z,SP01,Retail Store,g-46546,SAR 120.32,SAR 18.05,42.37,Apple Pay,3,"[{""sku"": ""SKU195"", ""qty"": 3, ""price"": 38.11}, {""sku"": ""SKU170"", ""qty"": 1, ""price"": 12.24}, {""sku"": ""SKU018"", ""qty"": 3, ""price"": 67.66}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-827295,03-02-2026 09:44 AM,SP01,Peak Restaurant,NULL,SAR 892.28,SAR 133.84,0.00,CARD,NULL,"[{""sku"": ""SKU173"", ""qty"": 2, ""price"": 101.65}, {""sku"": ""SKU117"", ""qty"": 1, ""price"": 119.6}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-772182,2026/03/26 19:41,soudah-01,Peak Restaurant,NA,SAR 601.22,90.18,0,Apple Pay,5,"[{""sku"": ""SKU127"", ""qty"": 2, ""price"": 18.87}, {""sku"": ""SKU010"", ""qty"": 1, ""price"": 39.04}, {""sku"": ""SKU135"", ""qty"": 2, ""price"": 39.62}, {""sku"": ""SKU046"", ""qty"": 2, ""price"": 63.8}, {""sku"": ""SKU187"", ""qty"": 2, ""price"": 57.32}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-724717,2026-03-04T15:58:21Z,soudah-01,Peak Restaurant,G-96916,78.16,SAR 11.72,SAR 37,Card,4,"[{""sku"": ""SKU184"", ""qty"": 3, ""price"": 7.53}, {""sku"": ""SKU067"", ""qty"": 1, ""price"": 82.26}, {""sku"": ""SKU077"", ""qty"": 2, ""price"": 69.51}, {""sku"": ""SKU053"", ""qty"": 2, ""price"": 11.1}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-285538,2026-02-19 20:39:11,SP01,Summit Cafe,,VAT: 458.96,SAR 68.84,0,CARD,3,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-795370,2026-03-05T18:49:53Z,soudah-01,Peak Restaurant,NULL,SAR725.64,SAR 108.85,,Card,4,"[{""sku"": ""SKU193"", ""qty"": 2, ""price"": 65.49}, {""sku"": ""SKU009"", ""qty"": 1, ""price"": 30.92}, {""sku"": ""SKU103"", ""qty"": 3, ""price"": 21.24}, {""sku"": ""SKU049"", ""qty"": 1, ""price"": 63.04}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-997574,08-02-2026 07:52 AM GMT,SOUDAH_1,Summit Cafe,G56829,SAR734.83,110.22,,Card,2,"[{""sku"": ""SKU176"", ""qty"": 3, ""price"": 47.33}, {""sku"": ""SKU068"", ""qty"": 1, ""price"": 55.54}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-731419,2026/02/09 09:01,soudah-01,Spa Lounge,NA,SAR 245,36.79,15.61,CARD,1,"[{""sku"": ""SKU180"", ""qty"": 2, ""price"": 66.41}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-940735,2026-02-18 23:40:16,soudah-01,Spa Lounge,G79670,VAT: SAR 260.07,VAT: SAR 39,SAR 5,Card,4,"[{""sku"": ""SKU116"", ""qty"": 3, ""price"": 21.25}, {""sku"": ""SKU140"", ""qty"": 2, ""price"": 41.04}, {""sku"": ""SKU184"", ""qty"": 3, ""price"": 81.7}, {""sku"": ""SKU014"", ""qty"": 1, ""price"": 90.8}",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-990417,2026/03/12 02:01,SP01,Peak Restaurant,,821.00,123.15,VAT: 28.54,Apple Pay,5,"[{""sku"": ""SKU113"", ""qty"": 1, ""price"": 116.33}, {""sku"": ""SKU169"", ""qty"": 1, ""price"": 40.22}, {""sku"": ""SKU160"", ""qty"": 1, ""price"": 113.17}, {""sku"": ""SKU018"", ""qty"": 2, ""price"": 32.4}, {""sku"": ""SKU144"", ""qty"": 1, ""price"": 88.32}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-237965,2026-03-20T11:41:20Z,SP01,Retail Store,NULL,SAR442.47,66.37,,CARD,4,"[{""sku"": ""SKU071"", ""qty"": 3, ""price"": 46.36}, {""sku"": ""SKU139"", ""qty"": 1, ""price"": 69.84}, {""sku"": ""SKU174"", ""qty"": 3, ""price"": 85.26}, {""sku"": ""SKU068"", ""qty"": 2, ""price"": 101.07}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-978150,2026/03/29 13:47,soudah-01,Retail Store,,SAR49.88,SAR 7,29.75,Card,1,"[{""sku"": ""SKU135"", ""qty"": 2, ""price"": 58.0}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-474868,25-02-2026 01:19 AM,SP01,Peak Restaurant,,796.07,sar119.41,sar15.02,CARD,4,"[{""sku"": ""SKU041"", ""qty"": 2, ""price"": 108.93}, {""sku"": ""SKU091"", ""qty"": 1, ""price"": 44.18}, {""sku"": ""SKU014"", ""qty"": 2, ""price"": 39.83}, {""sku"": ""SKU010"", ""qty"": 1, ""price"": 18.6}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-840031,2026-04-01 08:24:44,SOUDAH_1,Spa Lounge,,SAR 399.09,59.86,SAR 48,cash,5,"[{""sku"": ""SKU005"", ""qty"": 3, ""price"": 104.47}, {""sku"": ""SKU009"", ""qty"": 1, ""price"": 73.22}, {""sku"": ""SKU086"", ""qty"": 3, ""price"": 109.22}, {""sku"": ""SKU047"", ""qty"": 2, ""price"": 67.95}, {""sku"": ""SKU059"", ""qty"": 1, ""price"": 84.15}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-759518,14-03-2026 05:10 PM +0000,SP01,Peak Restaurant,G83230,SAR 672,SAR 101,0,Card,5,"[{""sku"": ""SKU084"", ""qty"": 1, ""price"": 45.08}, {""sku"": ""SKU013"", ""qty"": 1, ""price"": 65.49}, {""sku"": ""SKU026"", ""qty"": 3, ""price"": 108.99}, {""sku"": ""SKU113"", ""qty"": 1, ""price"": 87.41}, {""sku"": ""SKU144"", ""qty"": 2, ""price"": 62.52}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-199390,2026-03-13T20:58:37Z,SP01,Summit Cafe, G-88021 ,SR560.64,84.10,,CARD,4,"[{""sku"": ""SKU120"", ""qty"": 3, ""price"": 81.17}, {""sku"": ""SKU139"", ""qty"": 1, ""price"": 67.66}, {""sku"": ""SKU197"", ""qty"": 2, ""price"": 49.42}, {""sku"": ""SKU192"", ""qty"": 3, ""price"": 71.89}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-229868,2026/03/16 14:07 +0000,SP01,Spa Lounge,,582.66,87.40,0,CARD,1,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-188150,2026-03-14T10:07:50Z,SP-01,Spa Lounge,NA,VAT: 890.19,133.53,6.06,cash,1,"[{""sku"": ""SKU146"", ""qty"": 3, ""price"": 66.76}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-990215,2026/02/24 03:07,soudah-01,Summit Cafe,G-18542,574.32,86.15,30.33,Card,5,"[{""sku"": ""SKU044"", ""qty"": 3, ""price"": 107.61}, {""sku"": ""SKU121"", ""qty"": 3, ""price"": 36.12}, {""sku"": ""SKU124"", ""qty"": 3, ""price"": 42.05}, {""sku"": ""SKU094"", ""qty"": 3, ""price"": 36.72}, {""sku"": ""SKU051"", ""qty"": 3, ""price"": 17.3}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-488365,2026-03-18T10:47:46Z,SOUDAH_1,summit café,NA,SR 216.13,SR 32.42,0.00,cash,2,"[{""sku"": ""SKU111"", ""qty"": 3, ""price"": 46.6}, {""sku"": ""SKU044"", ""qty"": 2, ""price"": 27.46}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-805431,30-03-2026 03:41 AM,SOUDAH_1,summit café,G-95415,458.17,68.73,0,Card,NA,"[{""sku"": ""SKU004"", ""qty"": 2, ""price"": 62.29}, {""sku"": ""SKU013"", ""qty"": 1, ""price"": 42.88}, {""sku"": ""SKU078"", ""qty"": 3, ""price"": 38.42}, {""sku"": ""SKU097"", ""qty"": 1, ""price"": 56.8}, {""sku"": ""SKU108"", ""qty"": 3, ""price"": 22.44}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-299910,2026-02-07 11:12:42,SP01,Summit Cafe,,VAT: 639.59,SAR 95.94,NULL,CARD,one,"[{""sku"": ""SKU040"", ""qty"": 2, ""price"": 29.33}, {""sku"": ""SKU045"", ""qty"": 3, ""price"": 96.27}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-014148,2026-03-19T22:16:14Z,SOUDAH_1,summit café,NULL,SAR387.42,SAR58.11,0,Apple Pay,1,"[{""sku"": ""SKU189"", ""qty"": 1, ""price"": 21.07}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-122670,2026/02/01 03:50,SP-01,Summit Cafe,,SAR239.87,35.98,SAR 39.81,Card,3,"[{""sku"": ""SKU142"", ""qty"": 3, ""price"": 71.35}, {""sku"": ""SKU186"", ""qty"": 1, ""price"": 16.1}, {""sku"": ""SKU003"", ""qty"": 1, ""price"": 95.17}",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-590579,17-03-2026 06:10 PM,soudah-01,Peak Restaurant,,385.78,SAR 58,SAR 42,Apple Pay,5,"[{""sku"": ""SKU053"", ""qty"": 2, ""price"": 29.1}, {""sku"": ""SKU013"", ""qty"": 1, ""price"": 33.08}, {""sku"": ""SKU099"", ""qty"": 2, ""price"": 68.53}, {""sku"": ""SKU127"", ""qty"": 1, ""price"": 67.98}, {""sku"": ""SKU191"", ""qty"": 3, ""price"": 63.41}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-631071,2026/03/22 23:17,SOUDAH_1,Retail Store,,870.68,SAR 130.60,SAR 20,CARD,5,"[{""sku"": ""SKU035"", ""qty"": 1, ""price"": 34.56}, {""sku"": ""SKU154"", ""qty"": 3, ""price"": 38.06}, {""sku"": ""SKU163"", ""qty"": 3, ""price"": 40.35}, {""sku"": ""SKU123"", ""qty"": 3, ""price"": 87.98}, {""sku"": ""SKU178"", ""qty"": 2, ""price"": 110.1}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-552079,2026-02-23T17:39:24Z,SP01,Summit Cafe,G-93312,SR537.74,SR80.66,0,Apple Pay,5,"[{""sku"": ""SKU074"", ""qty"": 2, ""price"": 108.63}, {""sku"": ""SKU118"", ""qty"": 3, ""price"": 47.29}, {""sku"": ""SKU179"", ""qty"": 3, ""price"": 106.06}, {""sku"": ""SKU040"", ""qty"": 1, ""price"": 100.33}, {""sku"": ""SKU147"", ""qty"": 1, ""price"": 21.43}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-346523,13-02-2026 05:38 PM,SP01,Peak Restaurant,NULL,VAT: 210.43,SR31.56,SAR 45,Apple Pay,4,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-951378,12-02-2026 11:30 AM,SP01,summit café,,99.47,14.92,0.00,Card,2,"[{""sku"": ""SKU148"", ""qty"": 1, ""price"": 65.83}, {""sku"": ""SKU127"", ""qty"": 3, ""price"": 50.49}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-217206,2026/03/23 07:48,SP-01,Retail Store,G-21185,SAR 619,SAR92.79,0.00,cash,four,"[{""sku"": ""SKU108"", ""qty"": 3, ""price"": 42.66}, {""sku"": ""SKU124"", ""qty"": 2, ""price"": 78.94}, {""sku"": ""SKU196"", ""qty"": 3, ""price"": 10.49}, {""sku"": ""SKU185"", ""qty"": 2, ""price"": 114.02}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-799187,2026-02-02 17:02:40 +0000,SP01,Peak Restaurant,,SAR 629,SR 94.32,0.00,CARD,3,"[{""sku"": ""SKU041"", ""qty"": 2, ""price"": 102.02}, {""sku"": ""SKU149"", ""qty"": 2, ""price"": 23.34}, {""sku"": ""SKU167"", ""qty"": 2, ""price"": 38.51}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-204875,2026-03-25T06:42:09Z,SOUDAH_1,Spa Lounge,NA,682.54,SAR 102,0.00,Apple Pay,2,"[{""sku"": ""SKU056"", ""qty"": 1, ""price"": 8.38}, {""sku"": ""SKU171"", ""qty"": 3, ""price"": 12.18}]",pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-151108,2026/02/23 04:30,SOUDAH_1,Summit Cafe,NA,SAR 380,sar 57.07,VAT: SAR 29,CARD,5,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-084276,2026/02/05 11:34,soudah-01,Summit Cafe,g-45957,SAR 736.95,SAR 110.54,0.00,Apple Pay,3,,pos_raw_20260301_10.csv,2026-03-03 07:22:42
T-733779,2026-03-28 04:38:59 +0530,soudah-01,Spa Lounge,g-87869,573.14,85.97,0.00,CARD,3,"[{""sku"": ""SKU065"", ""qty"": 1, ""price"": 101.42}, {""sku"": ""SKU020"", ""qty"": 2, ""price"": 61.94}, {""sku"": ""SKU191"", ""qty"": 1, ""price"": 36.28}",pos_raw_20260301_10.csv,2026-03-03 07:22:42
