payment_id,booking_id,paid_at_raw,payment_method,payment_status,amount_raw,fee_raw,refund_amount_raw,gateway_ref,notes,source_file,ingested_at
pay-106483,  BK-775953  ,21-03-2026 03:35 AM,Apple Pay,SUCCESS,"1,830.44",40.51,0.00,STRIPE_TW4NOK7SBMFP,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-765120 ,bk-504247,2026-05-20 12:25:00,VISA,SUCCESS,2000.39,2.9%,0.00,STRIPE_BKXLUHCI7J8B,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-849539,bk-988757,2026/03/01 09:42,MASTERCARD,SUCCESS,SAR1512.71,SAR 25.08,NULL,STRIPE_WCU50QYTA73U,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-791111, bk-988757 ,2026/03/01 09:59,MASTERCARD,SUCCESS,SAR 661.88,14.12,,STRIPE_D1AJ05FG2CUN,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-480069,bk-128202,24-01-2026 10:45 PM +0000,MASTERCARD,SUCCESS,"1,338.53",14.30,,STRIPE_WV9WS4VOKJA6,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY473277,BK-297526,2026-04-19T22:46:00Z,VISA,SUCCESS,"VAT: SAR 1,085.27",2.6%,0.00,NULL,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-025801,BK-201657,2026/05/15 23:35 +0000,MASTERCARD,SUCCESS,SAR 517,1.3%,,,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-777733,bk-364836,2026/03/19 08:17,Card,SUCCESS,"sar 2,293.67",SAR 27.44,,STRIPE_JKFCE7R9NIOR,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY813587,BK068879,2026-01-26 07:18:00,VISA,SUCCESS,SAR 734.16,10.54,,STRIPE_BT4GY80BYM1K,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-055050, bk-844446 ,05-05-2026 02:32 AM,MASTERCARD,SUCCESS,sar2467.36,SAR 27.43,,STRIPE_86WA2WMOGPLD,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY695858,BK-433814,2026-02-02T00:22:00Z,VISA,FAILED,SAR 153.72,SAR 29.01,0,STRIPE_W5D49IZ3M5IA,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-444619,BK584812,2026-02-26T01:06:00Z,VISA,SUCCESS,2129.64,0.7%,690.73,STRIPE_N26VHULME5GH,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-254348,bk-305500,2026/03/17 20:24,AMEX,SUCCESS,SAR1636.76,2.8%,0.00,STRIPE_BIZ7Z5Q9T63B,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY510422,bk-466088,16-02-2026 07:06 PM,cash,SUCCESS,SAR 1673,13.34,0.00,STRIPE_6YCU24QGK3DB,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY424097,BK555340,27-01-2026 04:25 AM,MASTERCARD,S,"1,005.15",13.08,,STRIPE_NKMSA1EK4MDH,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-996411 ,BK555340,2026-01-27T04:42:00Z,visa card,SUCCESS,SAR1448.50,35.94,0,STRIPE_C55BT6LLFVLD,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-385141,BK-392228,02-01-2026 03:47 PM,MASTERCARD,PENDING,259.74,29.84,0.00,STRIPE_KYVHT6ZWCHI8,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-420828, BK001699 ,2026-03-11T16:14:00Z,VISA,SUCCESS,333.83,4.4%,0,STRIPE_F5M0QBN3A4GG,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-676483, bk-466088 ,2026/02/03 00:51,Card,SUCCESS,495.30,8.90,0,STRIPE_YFKKDEB6LIXN,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-303802,BK973303,20-03-2026 01:47 AM,MASTERCARD,SUCCESS,SAR 2150,0.8%,0.00,STRIPE_DA16C51E8WXU,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-678086 , BK-856024 ,2026-01-19 18:58:00,VISA,SUCCESS,410.09,9.19,0.00,STRIPE_B4ANAV0V1Q5P,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY979419, BK-856024 ,2026-01-19 19:15:00,cash,SUCCESS,SAR 1737,29.17,0.00,STRIPE_QIRWUD06M0FX,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-687555,bk-272372,2026-03-03 14:49:00 GMT,VISA,SUCCESS,SAR1861.61,SAR 15.64,,STRIPE_Y4I3IKJBL42Y,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY126757,BK-166010,2026-04-28 03:09:00,VISA,SUCCESS,SAR 385.36,SAR 7.93,,STRIPE_HRL7P121PK5I,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-799849,bk-109919,03-04-2026 06:42 AM,Apple Pay,S,SAR 844,2.4%,0,STRIPE_FYEA6T6PPYXR,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-867775, BK-055786 ,2026/03/31 12:03,MASTERCARD,SUCCESS,S.A.R1141.54,SAR 23.74,0.00,STRIPE_OX97DWU1JV3N,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-040536, BK-055786 ,2026-03-31 12:20:00,cash,SUCCESS,"VAT: 1,626.17",0.7%,0,STRIPE_TIE8J76HVFPX,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY825972,bk-860316,2026/04/12 08:08,VISA,SUCCESS,SAR 2307,2.6%,0,STRIPE_X39DYJIOAQBZ,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-145730,  BK-967618  ,02-01-2026 05:21 AM,MASTERCARD,FAILED,SAR 416,14.87,0.00,STRIPE_KLEKQK0FCC6M,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-996780,bk-068790,2026-05-06 21:52:00,Card,SUCCESS,885.80,11.84,SAR 797.19,NA,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-235334 ,BK904106,2026-01-29T03:57:00Z,Card,SUCCESS,"1,210.46",34.63,"1,151.68",STRIPE_PFLWX1YLU6XP,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-669409 , BK-186482 ,2026-04-10 12:04:00,cash,SUCCESS,SAR1366.78,SAR 29.01,0,STRIPE_7M612ZQOJWY5,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-950982,  BK-186482  ,10-04-2026 12:21 PM GMT,visa card,SUCCESS,525.90,SAR 12.88,0,NA,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-828571, BK-861380 ,2026/01/15 09:04,visa card,SUCCESS,1426.35,40.10,,STRIPE_9U4YPJOKNZER,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY860300,bk-438812,2026-01-30T03:18:00Z,Apple Pay,SUCCESS,"2,020.08",58.91,0.00,,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-383173,bk-471615,2026/01/15 15:02,cash,SUCCESS,"2,386.72",1.6%,0.00,STRIPE_RBLT2SVXC0FO,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-773151,bk-471615,2026/01/15 15:19,VISA,S,VAT: sar1999.56,22.20,0.00,STRIPE_I7PX5AHO2P4U,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-322582,BK637306,2026-05-19T11:04:00Z,cash,S,646.11,1.1%,0,STRIPE_SR203V9SQQ8W,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY624051, BK637306 ,2026/05/19 11:21,MASTERCARD,SUCCESS,"VAT: SAR 1,403.85",1.4%,0,STRIPE_1PFS6BR1YDKQ,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-885501 , BK-977262 ,2026-03-11 00:29:00,cash,FAILED,S.A.R105.22,19.7%,0,STRIPE_U51PWBSGZLLL,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY294966,BK-705810,2026-02-11 11:30:00 +0000,VISA,SUCCESS,"VAT: 2,334.32",27.84,0,STRIPE_F8VEBVN2Q1RD,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-670921, BK-197029 ,2026-02-01 07:01:00,VISA,SUCCESS,"SAR 2,300.10",62.91,0,STRIPE_YN7GII577WR6,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-432294, BK-197029 ,2026/02/01 07:18,VISA,FAILED,494.97,25.88,0,STRIPE_AF1O9YNLXP83,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY525843,BK-175093,2026/04/14 03:15 +0000,VISA,SUCCESS,SAR 849,SAR 19.12,0,STRIPE_ON65HIU8I9TB,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-305378, BK-314516 ,2026-02-14T01:58:00Z,MASTERCARD,SUCCESS,1195.24,1.5%,0,STRIPE_9Z6E1UFOJYOH,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-489793,BK-342324,2026-03-12 21:37:00 +0530,Apple Pay,SUCCESS,VAT: SAR 878.72,2.1%,0.00,STRIPE_2JGWJZQE061Q,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-688279,bk-439728,2026-01-21 08:55:00,VISA,SUCCESS,SAR 1127,1.5%,0,STRIPE_MT9YG4B8FWNA,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-314950, bk-439728 ,2026-01-21T09:12:00Z,VISA,SUCCESS,SAR 858,SAR 12.80,,STRIPE_KECAG4H6QY3F,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-794766, BK-688859 ,2026/04/16 17:04,MASTERCARD,SUCCESS,SAR 842,18.41,0.00,STRIPE_LM3X34U7AQCS,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-367913, bk-597885 ,2026-04-09T15:25:00Z,cash,PENDING,745.96,SAR 11.14,0,NULL,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY832479, BK175237 ,26-04-2026 01:21 AM GMT,AMEX,SUCCESS,"SAR 2,437.81",57.32,0.00,STRIPE_5WUUHQ60IU3S,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-248306 ,BK175237,2026/04/26 01:38,Apple Pay,SUCCESS,"SAR 1,914.02",SAR 37.82,,STRIPE_SBRBJP50F963,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-094601 , BK-587632 ,2026-01-11T02:48:00Z,Apple Pay,SUCCESS,SAR 2368,25.85,0.00,STRIPE_ZQVARJCOSAG4,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-860959,BK-292843,2026/01/07 03:29,cash,SUCCESS,1405.77,2.9%,0,STRIPE_TS0MYN8X37W2,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-825483,BK-292843,2026-01-07 03:46:00,VISA,PENDING,2357.78,12.39,0,NULL,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-328228,bk-145311,17-03-2026 10:51 PM,visa card,SUCCESS,SAR 213,SAR 27.76,,NULL,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-744608, bk-145311 ,2026/03/17 23:08,AMEX,SUCCESS,954.76,SAR 23.89,0,STRIPE_0R35BKMO9PFG,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-609904, BK204272 ,2026/03/04 02:52,VISA,SUCCESS,SAR 2336,26.81,0,STRIPE_MP5OU6JZR9I2,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-372484,bk-375482,2026-04-13 03:31:00 +0530,AMEX,SUCCESS,"sar 1,802.87",23.09,0,NA,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-469317,  BK-115702  ,2026-04-27 21:35:00 GMT,MASTERCARD,SUCCESS,"SAR 1,292.67",1.9%,,STRIPE_A4AEEIQRRAOE,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-387686,bk-428242,2026/04/30 05:22,Card,PENDING,"1,945.57",1.8%,,STRIPE_ZZFDHGQ03RRL,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-801743,bk-443589,2026-03-08 00:29:00,Card,SUCCESS,SAR2114.33,SAR 16.37,,STRIPE_QZGK3ADB7GSD,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-746737,BK125362,11-03-2026 08:10 PM,MASTERCARD,SUCCESS,"SR 1,900.76",24.72,,STRIPE_K6IE4K4ID4P2,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-653076,bk-804579,17-02-2026 01:30 PM,VISA,PENDING,SAR 2192,0.3%,0,STRIPE_8UE06907FBCB,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-083562,BK886385,2026-04-30 00:45:00 +0000,VISA,FAILED,SAR 325.61,SAR 25.20,,STRIPE_IZPWEM42AV8K,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-281952, bk-233851 ,2026-05-19 16:43:00,cash,SUCCESS,SAR1491.92,38.31,0.00,STRIPE_Z4RP6HI5LFZL,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-035277,bk-751379,25-02-2026 06:23 AM,VISA,SUCCESS,"1,639.92",SAR 28.55,,,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-599041, bk-907765 ,2026/05/01 16:03,VISA,SUCCESS,360.20,25.95,,STRIPE_8KI36H6OUFET,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-194005,BK-739005,2026-01-28T14:23:00Z,MASTERCARD,SUCCESS,"SAR 1,246.52",SAR 22.93,0.00,STRIPE_BC7MWAK29P18,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-870927 ,BK-652732,2026-05-21T08:15:00Z,VISA,SUCCESS,SAR1668.92,36.02,0,STRIPE_PMVCF2U40S2W,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-745607,bk-889754,16-05-2026 12:49 PM,VISA,SUCCESS,777.16,2.1%,0.00,STRIPE_JT30DDRUFIYN,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-345307, BK-218756 ,2026/01/09 00:06,MASTERCARD,S,SAR 980.93,SAR 14.88,540.08,STRIPE_0KVB1ES9N03Y,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY435210, BK-218756 ,2026-01-09 00:23:00,MASTERCARD,SUCCESS,"1,898.99",1.3%,0,STRIPE_ER5AFSCSVC5Z,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-736141 ,BK-253775,25-04-2026 12:53 AM,Card,SUCCESS,204.28,2.3%,0.00,STRIPE_34ADZQMEDOZZ,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-756432,bk-573568,27-04-2026 09:35 AM,visa card,SUCCESS,1793.47,32.79,0,STRIPE_UWW090RLE1RR,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY839935,bk-573568,2026-04-27T09:52:00Z,MASTERCARD,SUCCESS,"2,170.89",SAR 17.13,0.00,STRIPE_FRUKA98KPYQS,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY937643,BK652937,2026-03-04 14:09:00,cash,SUCCESS,"VAT: 2,304.06",1.2%,0.00,STRIPE_ENJOTZJW6N7X,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-530830, BK-666220 ,2026-01-04 07:47:00,MASTERCARD,SUCCESS,762.48,2.1%,0,STRIPE_52IX9J3O94KW,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-762234, BK-666220 ,2026-01-04T08:04:00Z,Card,FAILED,SAR 99.56,SAR 6.20,0,STRIPE_CWBJHHPO91TA,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-075712 , BK-895227 ,2026-01-08 21:47:00,MASTERCARD,FAILED,254.22,SAR 17.03,0.00,,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-838149, BK-896057 ,2026/04/25 15:14,VISA,SUCCESS,SAR635.75,2.4%,,NULL,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-887290,BK776978,2026/04/07 19:46,MASTERCARD,SUCCESS,1158.19,0.8%,,STRIPE_470TFDTREUA7,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-344668,BK-607989,09-03-2026 03:13 AM +0530,MASTERCARD,SUCCESS,SAR1187.71,26.15,,STRIPE_EPBJHT43QSB0,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-176475,bk-805437,2026-04-16T15:43:00Z,cash,SUCCESS,SAR1056.43,SAR 27.77,0.00,STRIPE_0VDILQ59COB1,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-434826,BK062785,25-02-2026 12:08 AM,MASTERCARD,SUCCESS,SAR 780,1.1%,0,STRIPE_L6YLHGA91R65,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY332737,bk-615991,2026-04-03T03:26:00Z,cash,FAILED,SAR 407,2.5%,0.00,STRIPE_Z2FK9XPDRVL3,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-637052,  BK-321868  ,29-03-2026 09:09 PM,VISA,S,SAR 1648,1.3%,0,STRIPE_IL0MOPAN3TSW,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-828947,  BK-321868  ,29-03-2026 09:26 PM,Apple Pay,SUCCESS,2282.25,SAR 66.98,0.00,STRIPE_CLIPQPKGK9GV,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY304998, bk-315932 ,2026/05/08 03:54,Apple Pay,SUCCESS,SAR 1792,SAR 12.04,0,STRIPE_ZBTZWVWC7O5T,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-717499,BK-828631,03-01-2026 03:33 PM,VISA,SUCCESS,SAR 901,SAR 26.92,0.00,STRIPE_AMCI60M1FHSS,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-034199, BK330563 ,2026/04/03 09:37,MASTERCARD,SUCCESS,"1,057.67",SAR 19.20,0.00,NULL,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-667230, BK628775 ,2026-01-10T08:51:00Z,visa card,SUCCESS,1282.12,1.6%,0,STRIPE_TB7UZIEL2GCA,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-226369,  BK-665001  ,2026-02-05 10:43:00 +0530,VISA,SUCCESS,SAR258.86,5.44,,STRIPE_VSEAXFY1F04S,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-673701, BK-665001 ,2026/02/05 11:00,MASTERCARD,SUCCESS,SAR 841,SAR 27.39,0.00,STRIPE_NPXYG3VZKCZM,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-310853,bk-293562,11-01-2026 10:17 AM,VISA,SUCCESS,SAR1318.15,SAR 13.36,0.00,STRIPE_9KNSTRG8WY9B,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-520898,BK-721292,2026/01/01 10:24,Card,FAILED,VAT: SAR374.50,5.7%,,STRIPE_XMOLGIEXR0EJ,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-631896, BK-422064 ,2026-02-22T19:38:00Z,VISA,SUCCESS,"SAR 2,125.59",1.6%,,STRIPE_7J6QF3D3XOOQ,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-152293,BK-099700,2026/05/08 10:17,AMEX,SUCCESS,SAR 2301,6.67,,STRIPE_NSF1JZULJ3JU,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-822086, BK216458 ,08-04-2026 04:10 AM,Card,SUCCESS,SAR 227,24.36,,STRIPE_EE1S9EP0MOWX,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-729877,bk-023127,2026/02/18 06:34,Apple Pay,SUCCESS,896.83,1.6%,,STRIPE_QPMUJX3VWJJG,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-683472,BK-046702,2026/05/01 14:34,VISA,S,2430.32,SAR 8.41,0.00,STRIPE_AJ30S2TJNJ6T,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-386992,bk-820033,2026/02/16 23:54,VISA,SUCCESS,SAR 447,5.2%,0.00,STRIPE_2XY90OK9N7MB,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-327379,bk-537701,15-02-2026 04:18 AM,cash,SUCCESS,"SAR 2,178.21",2.5%,,STRIPE_GOHB9X4VEWB0,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-303496,bk-537701,15-02-2026 04:35 AM,VISA,SUCCESS,"S.A.R 2,050.05",SAR 28.94,S.A.R1740.61,STRIPE_E5FNB50KI4O2,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-892927, BK-113347 ,2026/02/27 21:35,cash,SUCCESS,"SAR 1,959.80",1.4%,,STRIPE_DISA3N9HQYL0,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-740524,BK370535,2026-04-12 02:58:00,VISA,SUCCESS,1698.69,32.81,SAR854.55,NULL,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-127598,bk-212331,2026-01-29T03:18:00Z,visa card,SUCCESS,1012.67,SAR 23.73,0,STRIPE_82GULDOXK0LN,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-028641 ,BK-913449,2026-01-31 04:52:00,AMEX,SUCCESS,263.03,SAR 7.39,,STRIPE_OZEIHVTJA6PN,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-847835, BK-211433 ,2026-04-24 19:56:00,cash,SUCCESS,837.97,23.58,,STRIPE_ZCVCH94NSO3F,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-040709 , BK-556620 ,2026-05-14 03:30:00,VISA,SUCCESS,SAR362.64,1.8%,0,STRIPE_4MWSX3HCHCG1,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-720677,BK-099700,2026-04-09 17:12:00 +0000,MASTERCARD,SUCCESS,"1,783.89",18.13,0.00,STRIPE_99DN7XBDBJVA,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-193502,  BK-103512  ,2026/02/06 18:41,VISA,SUCCESS,SAR 278,26.94,0.00,STRIPE_SO6YU3WCFR6I,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY184740,BK-743450,2026/02/22 18:04,visa card,SUCCESS,sar2490.63,SAR 24.33,,STRIPE_TW5ZF6NNQ699,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY260896, BK865289 ,2026/01/12 06:03 +0530,visa card,SUCCESS,"SAR 1,672.02",24.74,,STRIPE_RZE0MYPL3OH7,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-129370, BK865289 ,2026/01/12 06:20,cash,SUCCESS,656.03,9.67,0.00,STRIPE_PIEKH94KP2T7,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-716069, BK-495895 ,26-04-2026 03:54 PM,VISA,SUCCESS,"2,058.62",SAR 42.26,0.00,STRIPE_DIIJJRDUB7NV,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY358744, BK-029075 ,2026-02-03 07:06:00,MASTERCARD,SUCCESS,SAR 2356,SAR 56.48,0,STRIPE_0LJ6P1AYZGZ3,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-430457, BK507562 ,2026/04/26 03:36,MASTERCARD,SUCCESS,SR 346.42,SAR 7.87,NA,NULL,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-114101 ,bk-413994,2026-04-18 03:19:00,VISA,PENDING,"SAR 1,255.94",1.4%,0,STRIPE_VM41TIA8R4S8,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-654949, BK-677311 ,2026/01/07 10:00 GMT,MASTERCARD,SUCCESS,1508.93,43.40,,STRIPE_B81TUDC8A1W1,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-453278 ,bk-549086,2026/04/08 13:37,MASTERCARD,SUCCESS,"1,757.22",1.5%,"SAR 1,153.72",STRIPE_RDNR2AJUO3HH,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY035651,BK-963935,2026-01-01 08:23:00,cash,SUCCESS,784.99,SAR 26.14,0.00,STRIPE_A213WFR30JAG,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-697830,  BK-911153  ,2026-02-08 15:09:00,Apple Pay,SUCCESS,SAR 873.00,13.33,0,STRIPE_1P0OQYB4PSFR,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-646779, BK637306 ,07-05-2026 10:45 AM,Card,SUCCESS,SAR 569,SAR 8.45,0.00,STRIPE_CFNMN2W2DJK8,,payments_raw_20260301.csv,2026-03-03 07:22:42
 PAY-660221 , BK-259023 ,2026-02-26T09:44:00Z,cash,SUCCESS,SAR282.03,29.11,,STRIPE_CE4JXETZURBE,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-013692,  BK-420599  ,2026-05-08 09:04:00,MASTERCARD,SUCCESS,sar212.82,SAR 4.42,0,STRIPE_RB1B82E2QV19,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-430940, BK-800983 ,31-03-2026 10:19 PM,VISA,SUCCESS,"1,626.78",1.9%,,STRIPE_ZAHLQR5VAGZ9,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY234422,bk-771400,2026/01/22 16:33,visa card,SUCCESS,SAR1502.95,1.9%,0.00,STRIPE_W3J4CDYKG6UA,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-376573,BK-328026,2026-03-26T12:47:00Z,visa card,SUCCESS,SAR 1572,SAR 31.74,,STRIPE_1CK8TWY25VXM,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-336791,BK-659791,18-04-2026 09:38 AM,Apple Pay,SUCCESS,"SAR 1,837.57",47.23,0,NULL,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-847248,BK121306,19-05-2026 02:35 AM,VISA,SUCCESS,SAR 426,1.0%,0,STRIPE_RU396BIG3TBA,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-662669,BK-330777,17-01-2026 10:08 AM,visa card,SUCCESS,"SAR 1,228.77",SAR 18.47,0.00,STRIPE_I6NPCE6XJ9T5,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-260516,bk-334496,2026/01/12 14:20,MASTERCARD,SUCCESS,459.49,SAR 6.03,VAT: SAR 384,NULL,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-513278,bk-984755,2026-04-04 07:12:00,MASTERCARD,SUCCESS,SAR 714.45,SAR 23.94,0,STRIPE_45AS5E1KKXVJ,refund initiated,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-177826,BK-801343,06-02-2026 05:53 PM,cash,SUCCESS,SR1635.15,1.3%,,STRIPE_LLLAZIX2TUXP,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-301385,BK673884,2026/03/22 23:04,VISA,SUCCESS,VAT: SAR 2209,SAR 57.76,0,STRIPE_NNIZVGCHUZ6W,,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY-101191, BK-546707 ,2026/05/04 13:40 +0530,cash,FAILED,SAR 468,6.3%,394.02,STRIPE_LR0QL3B5DTAH,partial payment,payments_raw_20260301.csv,2026-03-03 07:22:42
PAY007071,bk-438812,2026/05/12 20:55,Apple Pay,SUCCESS,SAR 1626,SAR 16.50,,STRIPE_6RY6XZPTR3SU,,payments_raw_20260301.csv,2026-03-03 07:22:42
pay-412484,BK111775,2026/01/09 21:14,visa card,S,SAR 1767,24.85,,STRIPE_H1P8D9AXSHLK,advance,payments_raw_20260301.csv,2026-03-03 07:22:42
